56.5019088,-3.4460218,1522486775
56.5054461,-3.4477731,1522486790
56.5091115,-3.4496863,1522486806
56.5127749,-3.4513675,1522486821
56.516975,-3.4514735,1522486837
56.5210813,-3.452364,1522486852
56.5251868,-3.4568911,1522486868
56.5284987,-3.4628872,1522486883
56.5312188,-3.4696036,1522486898
56.532432,-3.4783394,1522486914
56.5331259,-3.4866063,1522486929
56.5339096,-3.4952644,1522486945
56.5346246,-3.5038519,1522486961
56.5344382,-3.512272,1522486977
56.5331492,-3.5200057,1522486993
56.5328148,-3.5271669,1522487008
56.535284,-3.5381391,1522487034
56.5381134,-3.5434622,1522487050
56.5400709,-3.5496358,1522487066
56.5428128,-3.5543195,1522487081
56.5452954,-3.559798,1522487097
56.5486309,-3.5630816,1522487112
56.5519784,-3.565313,1522487128
56.5545259,-3.5694957,1522487144
56.5557942,-3.5748053,1522487160
56.5574725,-3.5796849,1522487176
56.5590144,-3.5845042,1522487191
56.5600281,-3.5901326,1522487207
56.5599077,-3.5961449,1522487222
56.5594246,-3.6027909,1522487237
56.5631007,-3.6161195,1522487267
56.5655044,-3.6215121,1522487282
56.5695433,-3.6227807,1522487297
56.5742626,-3.6224688,1522487313
56.5788289,-3.6243989,1522487328
56.5835394,-3.6267563,1522487344
56.5882296,-3.6292464,1522487360
56.5929413,-3.6316676,1522487376
56.5976403,-3.6342724,1522487392
56.6024192,-3.6367296,1522487408
56.6065471,-3.639041,1522487423
56.6104347,-3.6402362,1522487439
56.6139938,-3.6378396,1522487455
56.6175987,-3.6352227,1522487471
56.6213731,-3.6348283,1522487486
56.6253939,-3.6375726,1522487502
56.6292981,-3.6413269,1522487518
56.6331331,-3.6458666,1522487534
56.6367736,-3.6505475,1522487549
56.6408448,-3.6556611,1522487565
56.6449922,-3.6609228,1522487581
56.6489913,-3.6659579,1522487596
56.6534019,-3.6710076,1522487612
56.658438,-3.6733756,1522487628
56.6633523,-3.6726108,1522487643
56.6674204,-3.6747155,1522487658
56.6714336,-3.680067,1522487674
56.6751924,-3.6852512,1522487689
56.6788122,-3.6909991,1522487704
56.6822268,-3.6966877,1522487719
56.6858562,-3.7027417,1522487735
56.6895735,-3.7083965,1522487751
56.693358,-3.7113247,1522487766
56.6965116,-3.7139233,1522487781
56.6986299,-3.7179502,1522487796
56.6999273,-3.7219938,1522487811
56.7007133,-3.7256688,1522487827
56.7011455,-3.7282028,1522487842
56.7014103,-3.7298376,1522487858
56.701647,-3.7311061,1522487873
56.7019838,-3.733362,1522487889
56.7023111,-3.735311,1522487905
56.702515,-3.7359523,1522487920
56.7024982,-3.7359798,1522487936
56.7024927,-3.7359868,1522487951
56.7024916,-3.7359861,1522487966
56.7024905,-3.7359847,1522487982
56.7024893,-3.7359849,1522487998
56.7024871,-3.7359827,1522488013
56.702486,-3.735983,1522488029
56.7024861,-3.7359839,1522488044
56.7024853,-3.735984,1522488060
56.7024848,-3.7359842,1522488076
56.7024845,-3.735983,1522488092
56.7024845,-3.7359835,1522488107
56.7024847,-3.7359831,1522488123
56.7028648,-3.7375735,1522488138
56.7037549,-3.7401236,1522488154
56.7050507,-3.7424514,1522488169
56.7066986,-3.7453488,1522488185
56.7083679,-3.7484241,1522488201
56.709527,-3.7525786,1522488216
56.7106398,-3.7571591,1522488231
56.7124183,-3.7612272,1522488247
56.7149961,-3.7637363,1522488263
56.718503,-3.7645101,1522488278
56.721231,-3.7685293,1522488293
56.7237636,-3.7725756,1522488308
56.7272363,-3.7747531,1522488324
56.7308838,-3.7743357,1522488340
56.7340928,-3.772243,1522488355
56.7372216,-3.7714588,1522488371
56.7397128,-3.7712911,1522488386
56.741834,-3.7724592,1522488402
56.7435816,-3.7751287,1522488419
56.7440686,-3.7789883,1522488434
56.7454031,-3.7824187,1522488449
56.7468244,-3.7865599,1522488464
56.748454,-3.7915935,1522488480
56.7502842,-3.7969112,1522488496
56.751645,-3.8027147,1522488511
56.7540911,-3.8082323,1522488527
56.7566091,-3.8136406,1522488542
56.7592529,-3.8197677,1522488558
56.7607271,-3.8264668,1522488573
56.7621395,-3.8326701,1522488588
56.7633135,-3.8380257,1522488604
56.7642691,-3.8423643,1522488620
56.7650226,-3.8457649,1522488635
56.7652012,-3.8483622,1522488650
56.7653069,-3.84996,1522488666
